Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
43,male,115561,doctorate,1,hiking,4040,suburban,270,176,summer,0,1,0
52,male,116175,master,6,skiing,2535,rural,160,4,winter,1,0,0
25,non-binary,43903,master,2,skiing,4702,urban,9,256,summer,0,0,1
69,non-binary,118105,doctorate,1,swimming,3573,suburban,221,24,spring,1,1,0
53,non-binary,94886,bachelor,5,hiking,2733,suburban,154,58,spring,1,1,0
24,non-binary,79949,master,5,sunbathing,4987,urban,297,183,summer,0,0,0
63,male,79761,bachelor,2,sunbathing,2965,urban,192,151,summer,0,1,0
63,female,61085,bachelor,6,swimming,4737,suburban,107,69,winter,1,1,0
53,male,103342,doctorate,8,skiing,3516,suburban,216,266,summer,0,0,1
33,female,94452,high school,6,swimming,2250,rural,51,154,summer,1,0,0
41,non-binary,64105,high school,1,swimming,4424,urban,119,52,winter,0,1,0
18,female,102006,bachelor,2,sunbathing,1337,rural,52,221,fall,0,0,0
66,female,116496,bachelor,1,hiking,4974,rural,235,74,summer,1,1,0
42,female,64730,bachelor,7,skiing,1946,rural,196,154,summer,0,0,0
27,female,99893,high school,5,hiking,4098,urban,242,41,fall,0,1,0
33,male,24123,bachelor,4,swimming,1947,rural,158,127,summer,0,0,0
33,non-binary,115669,master,9,skiing,1282,rural,217,86,winter,1,0,0
25,non-binary,106034,master,1,skiing,1055,rural,21,200,summer,1,1,1
46,female,91558,master,1,sunbathing,3621,suburban,184,74,summer,1,0,0
56,non-binary,24302,bachelor,5,swimming,937,suburban,188,268,summer,1,0,0
45,male,28853,doctorate,4,swimming,1451,rural,239,113,summer,0,1,0
23,female,92532,bachelor,1,hiking,4344,suburban,143,76,summer,0,0,0
33,non-binary,47134,master,0,swimming,2910,suburban,159,15,summer,1,1,0
37,non-binary,102572,high school,2,sunbathing,1702,rural,220,296,summer,0,0,0
33,female,112437,master,8,sunbathing,4213,rural,95,7,fall,1,0,0
24,male,75433,high school,7,swimming,2576,rural,164,33,winter,1,0,0
58,female,61325,bachelor,9,sunbathing,4173,suburban,220,69,fall,0,1,0
31,female,71704,master,5,skiing,3091,rural,106,217,fall,1,1,1
60,non-binary,100939,bachelor,3,skiing,3659,urban,142,131,winter,0,1,0
43,non-binary,67383,bachelor,7,skiing,4399,urban,200,213,winter,0,1,1
43,female,76762,bachelor,1,swimming,4523,rural,110,293,summer,1,1,0
31,female,40925,bachelor,6,sunbathing,4094,urban,182,272,summer,0,1,0
24,non-binary,58908,doctorate,4,sunbathing,1642,suburban,243,132,fall,1,1,0
50,female,78439,high school,8,swimming,3192,rural,182,299,winter,1,1,0
43,male,81110,doctorate,3,skiing,4326,rural,150,243,fall,0,0,1
62,female,81872,bachelor,2,hiking,1897,urban,152,38,summer,0,0,0
37,male,71433,doctorate,9,skiing,4564,suburban,63,48,summer,1,1,0
20,female,99825,high school,8,swimming,1213,urban,75,143,spring,1,0,0
69,female,55385,master,8,skiing,819,suburban,265,207,spring,1,0,0
21,female,26884,bachelor,6,skiing,3704,rural,236,132,summer,1,1,0
43,non-binary,44412,bachelor,1,skiing,1147,urban,236,83,summer,1,0,0
28,non-binary,95615,doctorate,8,swimming,2701,suburban,218,76,spring,1,1,0
19,non-binary,52839,master,4,skiing,4457,rural,62,72,summer,0,0,1
31,non-binary,55679,high school,5,swimming,1634,rural,152,192,summer,0,1,0
61,non-binary,41589,master,8,skiing,4303,rural,187,288,spring,0,1,1
47,non-binary,93619,master,6,swimming,3750,urban,40,66,fall,0,0,0
66,female,49868,master,8,hiking,3189,urban,238,137,summer,1,1,0
29,male,36409,master,2,skiing,4313,suburban,39,261,spring,0,1,1
43,non-binary,119177,high school,8,hiking,1248,urban,181,213,winter,1,0,1
61,non-binary,38401,doctorate,6,skiing,2662,urban,32,279,summer,1,1,1
50,female,66494,bachelor,5,skiing,1414,urban,42,277,summer,1,0,1
30,non-binary,113754,doctorate,6,skiing,4920,rural,238,52,spring,1,0,0
31,female,109730,bachelor,3,sunbathing,4386,suburban,120,261,summer,1,1,0
41,non-binary,93489,doctorate,9,swimming,1008,urban,232,37,winter,1,1,0
51,male,47475,doctorate,7,skiing,1436,suburban,276,132,winter,0,1,0
61,non-binary,94644,high school,7,sunbathing,4169,suburban,170,243,spring,1,1,0
43,non-binary,89048,master,3,sunbathing,912,urban,117,223,winter,0,0,0
38,female,80661,high school,7,skiing,1051,rural,52,230,winter,1,1,1
45,non-binary,119881,high school,1,hiking,4202,rural,73,215,winter,1,0,1
65,female,22365,bachelor,0,hiking,680,urban,41,231,fall,0,0,1
53,male,82186,bachelor,8,swimming,4315,rural,126,203,summer,0,1,0
57,non-binary,24125,doctorate,7,swimming,1672,suburban,169,146,fall,1,1,0
19,female,118364,doctorate,7,sunbathing,2744,rural,48,51,fall,1,0,0
59,male,96035,master,6,sunbathing,3897,suburban,5,40,spring,0,0,0
26,male,100495,doctorate,3,swimming,4604,urban,194,152,fall,0,0,0
40,female,62182,high school,6,hiking,1633,urban,135,161,fall,0,1,1
32,female,24191,doctorate,5,swimming,4059,suburban,289,245,spring,0,1,0
30,non-binary,71000,bachelor,3,swimming,1825,suburban,243,152,spring,0,1,0
40,male,100190,bachelor,3,swimming,911,suburban,286,227,fall,0,0,0
34,male,102764,doctorate,4,sunbathing,4756,urban,96,76,spring,0,1,0
65,female,25439,master,4,skiing,1086,suburban,3,185,winter,0,1,1
19,male,58032,doctorate,9,skiing,1887,rural,27,267,summer,0,1,1
37,female,76116,doctorate,8,swimming,1950,rural,91,41,fall,0,0,0
37,non-binary,68631,high school,9,hiking,3135,suburban,291,66,winter,0,1,0
63,female,39173,master,4,sunbathing,1390,rural,106,135,spring,1,0,0
20,non-binary,36453,doctorate,3,sunbathing,4419,urban,258,78,summer,0,1,0
29,female,55322,high school,7,hiking,4685,suburban,256,52,fall,1,1,0
57,non-binary,119377,doctorate,9,hiking,4394,suburban,124,53,winter,0,0,0
19,male,117550,doctorate,8,hiking,4509,suburban,230,233,spring,0,1,1
53,female,107111,high school,4,swimming,4902,rural,31,20,summer,0,0,0
31,female,43969,master,5,hiking,4376,suburban,149,67,summer,0,0,0
33,female,116157,high school,8,sunbathing,4540,suburban,39,213,fall,0,1,0
36,non-binary,87030,doctorate,0,swimming,4121,urban,196,264,summer,1,0,0
51,female,84456,bachelor,5,skiing,2834,rural,19,70,winter,0,0,1
61,female,49191,master,7,swimming,866,urban,65,10,spring,0,0,0
63,male,90072,bachelor,1,swimming,2037,suburban,204,210,winter,0,0,0
23,female,60305,master,0,sunbathing,3838,rural,103,166,winter,0,1,0
30,female,81381,doctorate,3,swimming,4967,suburban,278,158,spring,0,1,0
53,female,83256,bachelor,2,skiing,1201,rural,259,55,winter,1,1,0
39,female,21953,bachelor,1,sunbathing,1668,urban,106,68,summer,1,0,0
35,male,59192,doctorate,7,skiing,4281,urban,212,167,fall,1,1,0
29,female,30208,high school,5,sunbathing,1758,suburban,220,218,fall,0,0,0
69,female,74469,doctorate,7,sunbathing,2663,rural,294,118,spring,0,1,0
47,male,105517,doctorate,9,skiing,1861,rural,83,184,spring,1,0,1
68,non-binary,50085,master,8,sunbathing,1880,urban,219,107,winter,1,0,0
57,non-binary,82929,doctorate,3,sunbathing,2040,urban,196,197,summer,1,0,0
24,male,53894,doctorate,9,skiing,1712,rural,83,272,summer,1,0,1
49,male,95555,high school,5,sunbathing,3680,rural,183,253,summer,0,1,0
65,non-binary,53827,high school,7,hiking,3476,suburban,166,15,summer,0,1,0
36,female,70378,master,8,hiking,4043,urban,28,139,spring,0,1,1
23,non-binary,93720,doctorate,6,sunbathing,3867,suburban,2,81,summer,1,1,0
37,female,45233,doctorate,6,skiing,4057,suburban,219,52,spring,1,1,0
44,male,59912,master,0,swimming,4927,suburban,241,243,spring,1,0,0
60,male,116600,master,1,skiing,2851,rural,61,87,winter,0,1,1
54,male,24367,bachelor,9,skiing,1975,suburban,8,204,fall,1,1,1
65,non-binary,22123,bachelor,4,hiking,3598,urban,72,126,summer,1,1,1
24,male,60494,high school,6,sunbathing,2584,urban,78,270,fall,0,0,0
22,non-binary,54485,master,8,swimming,1783,rural,96,92,fall,1,0,0
28,female,52825,high school,9,swimming,3721,suburban,278,152,summer,1,0,0
32,female,51436,doctorate,6,hiking,2122,urban,231,2,winter,0,0,0
20,female,45597,doctorate,8,skiing,1265,rural,241,225,summer,0,1,0
22,male,74502,doctorate,0,sunbathing,2320,suburban,65,42,fall,0,1,0
40,female,117949,doctorate,9,sunbathing,3820,urban,16,143,summer,1,1,0
54,male,49155,high school,9,swimming,2654,suburban,246,42,spring,0,0,0
26,non-binary,80717,doctorate,5,sunbathing,2127,rural,256,105,spring,0,0,0
32,male,39983,master,7,hiking,1874,rural,190,137,fall,1,1,0
20,female,87292,doctorate,1,sunbathing,2825,suburban,101,203,fall,0,0,0
46,male,85400,doctorate,8,hiking,683,rural,271,164,summer,0,0,0
23,male,86330,doctorate,1,swimming,2224,rural,30,272,spring,1,0,0
34,non-binary,116460,doctorate,0,sunbathing,3786,suburban,55,107,summer,0,0,0
43,male,43451,high school,5,hiking,2457,suburban,248,104,winter,0,0,0
38,female,108467,bachelor,4,swimming,4058,urban,173,134,fall,0,0,0
25,male,28246,doctorate,3,sunbathing,1512,suburban,108,85,fall,1,1,0
38,male,44882,doctorate,1,sunbathing,2162,urban,212,161,winter,1,1,0
28,female,107108,master,5,sunbathing,710,rural,161,3,fall,0,1,0
55,male,46455,doctorate,1,sunbathing,546,suburban,112,124,spring,0,1,0
25,non-binary,40680,master,4,hiking,4686,rural,45,72,spring,1,0,1
59,female,73344,bachelor,8,sunbathing,3771,rural,180,269,summer,1,0,0
41,female,47041,doctorate,0,swimming,2122,rural,253,37,fall,0,1,0
52,male,106765,master,6,swimming,2509,rural,129,72,summer,1,1,0
31,non-binary,36794,master,1,swimming,1915,urban,13,263,summer,1,1,0
31,non-binary,45188,bachelor,2,sunbathing,1964,rural,290,156,fall,1,0,0
27,female,36992,high school,0,skiing,1432,suburban,124,283,spring,0,0,1
29,female,91023,high school,7,hiking,4133,urban,239,61,fall,0,0,0
55,male,51004,bachelor,9,sunbathing,1444,suburban,91,280,summer,0,0,0
61,female,28165,bachelor,2,swimming,4003,suburban,148,107,summer,0,1,0
63,non-binary,33090,high school,2,swimming,3871,suburban,188,88,winter,0,0,0
51,male,95027,doctorate,8,sunbathing,2644,rural,122,213,winter,1,1,0
58,male,107698,bachelor,4,hiking,1893,rural,138,270,summer,1,1,1
27,non-binary,33593,master,5,swimming,3484,suburban,51,28,winter,1,1,0
34,non-binary,92557,high school,7,swimming,921,urban,136,56,spring,1,1,0
34,female,46546,bachelor,7,hiking,2142,urban,182,194,fall,1,1,1
20,non-binary,28385,doctorate,5,swimming,4170,urban,95,17,summer,0,0,0
48,male,51420,master,6,hiking,877,suburban,71,199,summer,1,1,1
68,male,74158,bachelor,0,skiing,4609,suburban,6,84,winter,1,1,1
18,non-binary,104524,bachelor,9,hiking,1506,rural,271,178,summer,0,0,0
29,female,86233,high school,3,swimming,4491,urban,225,124,winter,1,1,0
56,male,26016,bachelor,5,hiking,2240,urban,135,75,fall,0,1,0
21,female,81256,master,7,sunbathing,852,suburban,17,196,winter,1,0,0
59,non-binary,110125,bachelor,6,sunbathing,1294,suburban,24,42,fall,1,1,0
30,female,43625,high school,9,swimming,4694,urban,144,274,winter,0,1,0
51,male,40498,master,5,hiking,2025,suburban,96,184,fall,1,0,1
59,non-binary,56914,high school,4,skiing,553,suburban,103,177,summer,1,0,1
38,male,48039,high school,4,sunbathing,576,suburban,35,25,spring,0,1,0
39,male,115883,high school,4,sunbathing,4594,suburban,289,94,spring,0,1,0
21,non-binary,43237,doctorate,4,swimming,544,suburban,2,275,fall,0,1,0
35,female,21221,bachelor,5,swimming,966,suburban,14,175,fall,0,0,0
22,non-binary,50213,bachelor,4,swimming,667,suburban,64,108,fall,0,0,0
36,male,49026,doctorate,4,hiking,618,urban,70,56,spring,1,0,0
19,male,58123,bachelor,0,hiking,964,suburban,189,65,fall,1,1,0
29,male,40746,doctorate,2,hiking,1831,urban,246,3,fall,1,0,0
34,non-binary,76570,master,0,hiking,4825,rural,97,117,spring,1,0,1
27,non-binary,34245,high school,2,sunbathing,2466,urban,19,41,summer,1,1,0
51,non-binary,44410,doctorate,0,hiking,4664,urban,190,72,fall,1,0,0
23,non-binary,83001,master,5,skiing,2603,rural,273,240,summer,1,0,0
25,female,62567,bachelor,5,sunbathing,1961,suburban,105,161,winter,1,1,0
68,male,97912,master,5,skiing,2654,rural,135,171,spring,0,1,1
28,female,107122,high school,6,sunbathing,3904,suburban,80,205,fall,1,1,0
29,male,50513,master,9,swimming,2124,suburban,121,133,fall,0,0,0
26,male,38361,master,0,skiing,838,suburban,145,104,fall,1,0,0
19,female,21561,master,9,hiking,4072,urban,192,75,winter,1,1,0
25,non-binary,73163,doctorate,9,hiking,3610,rural,166,277,winter,0,0,1
28,male,60422,bachelor,7,hiking,1617,rural,122,128,spring,1,1,1
53,non-binary,116715,bachelor,3,hiking,3010,rural,196,24,summer,0,1,0
27,female,41783,high school,8,skiing,4700,rural,58,272,fall,1,0,1
38,male,26988,high school,1,sunbathing,777,suburban,217,123,spring,1,0,0
37,non-binary,67290,doctorate,1,skiing,3915,rural,210,170,winter,1,1,0
65,female,79340,doctorate,7,sunbathing,1058,suburban,15,166,summer,1,0,0
25,male,109680,bachelor,0,skiing,4174,urban,242,140,winter,1,1,0
53,female,30730,doctorate,3,swimming,2287,rural,184,228,spring,0,1,0
46,non-binary,87200,bachelor,6,hiking,4780,suburban,2,158,fall,1,0,1
59,male,85674,master,3,hiking,652,rural,85,51,fall,1,1,0
29,male,106291,master,8,swimming,953,suburban,46,45,winter,0,0,0
31,male,54334,bachelor,2,swimming,2631,urban,168,20,fall,1,0,0
65,female,105739,doctorate,4,skiing,2536,rural,188,42,fall,1,1,0
67,female,64198,master,2,sunbathing,4061,urban,1,19,fall,0,0,0
38,female,81886,high school,2,sunbathing,4711,urban,236,244,spring,1,0,0
39,female,117285,bachelor,5,hiking,1060,suburban,24,281,spring,1,0,1
38,non-binary,57218,master,5,swimming,2826,suburban,231,246,winter,0,0,0
61,female,86482,high school,1,hiking,4016,suburban,265,270,spring,1,1,1
67,female,98900,bachelor,4,skiing,2226,suburban,253,120,summer,1,1,0
47,female,37523,bachelor,6,skiing,4992,rural,183,227,summer,0,0,1
56,non-binary,70152,bachelor,0,skiing,4508,suburban,208,192,summer,0,0,0
37,non-binary,23136,master,2,swimming,2419,rural,80,272,spring,0,1,0
41,male,21231,master,2,skiing,3583,suburban,68,176,summer,1,0,1
40,female,25872,doctorate,6,skiing,4204,suburban,222,117,fall,0,0,0
24,male,36492,bachelor,4,hiking,4732,suburban,237,252,winter,0,0,1
26,male,70955,doctorate,0,swimming,4755,rural,92,184,fall,1,1,0
18,non-binary,37396,doctorate,5,sunbathing,586,urban,233,199,spring,0,1,0
43,non-binary,53351,doctorate,9,hiking,1939,urban,157,173,fall,1,0,1
55,male,31000,bachelor,6,swimming,4027,suburban,199,78,spring,0,0,0
55,male,45709,master,5,hiking,4317,suburban,277,41,fall,1,0,0
61,female,24125,master,0,swimming,2974,suburban,112,100,fall,0,0,0
39,non-binary,86978,master,5,skiing,4089,urban,186,121,spring,1,1,0
61,non-binary,68517,bachelor,6,sunbathing,2315,suburban,9,147,winter,0,1,0
27,male,89989,master,6,sunbathing,3937,urban,162,135,spring,0,1,0
23,non-binary,65652,doctorate,3,skiing,2937,rural,292,33,fall,0,0,0
34,male,44093,doctorate,0,sunbathing,4065,rural,61,291,spring,0,1,0
68,male,76143,bachelor,3,sunbathing,4579,urban,209,17,winter,0,0,0
67,non-binary,85342,bachelor,1,skiing,3206,rural,144,21,spring,1,1,0
55,female,86266,bachelor,2,sunbathing,3620,suburban,47,110,summer,0,1,0
41,non-binary,77130,high school,7,swimming,904,suburban,96,57,spring,1,1,0
68,male,62059,bachelor,4,sunbathing,3348,rural,117,92,spring,0,0,0
27,male,102218,bachelor,2,skiing,1814,urban,212,219,spring,0,0,1
25,female,111692,bachelor,9,skiing,1556,suburban,139,199,winter,1,1,1
38,male,86281,doctorate,0,hiking,2539,suburban,51,163,summer,1,1,1
23,female,101651,master,2,sunbathing,2244,urban,284,64,summer,0,0,0
38,non-binary,92150,master,5,swimming,4323,suburban,263,260,summer,1,1,0
56,female,32213,high school,1,swimming,4384,rural,248,110,summer,0,1,0
41,male,72710,bachelor,9,skiing,1204,suburban,127,234,winter,1,1,1
50,male,34829,doctorate,5,hiking,932,urban,85,271,winter,0,0,1
35,female,48786,master,0,sunbathing,2816,suburban,57,134,winter,1,0,0
45,non-binary,93074,high school,5,skiing,4763,urban,220,251,fall,0,0,1
69,female,84960,high school,1,skiing,4303,suburban,64,265,summer,0,1,1
49,male,20163,bachelor,1,swimming,4286,suburban,80,242,winter,1,0,0
29,non-binary,22840,bachelor,2,sunbathing,512,rural,229,297,winter,1,0,0
65,female,38644,master,6,sunbathing,3469,urban,245,75,spring,0,1,0
59,female,28484,bachelor,7,swimming,3600,rural,215,278,spring,1,0,0
44,female,58008,master,6,sunbathing,3031,urban,31,152,winter,1,1,0
27,male,20395,bachelor,0,swimming,1582,rural,248,200,spring,0,1,0
63,male,107967,master,7,hiking,4591,rural,57,188,spring,1,0,1
69,male,79312,high school,5,sunbathing,3645,rural,13,289,summer,1,0,0
59,non-binary,104389,high school,6,hiking,3721,rural,27,35,summer,1,1,1
49,non-binary,119895,high school,5,hiking,677,urban,37,255,spring,1,0,1
59,non-binary,72303,doctorate,9,skiing,1124,rural,100,74,summer,0,0,0
43,male,30176,high school,1,hiking,2367,suburban,98,62,spring,1,0,0
42,non-binary,28043,bachelor,9,sunbathing,2823,urban,88,183,summer,1,0,0
28,non-binary,86940,high school,8,sunbathing,1125,suburban,281,157,spring,0,0,0
40,female,67385,high school,2,swimming,4149,urban,69,21,spring,0,0,0
51,male,100440,master,4,hiking,2099,suburban,216,67,fall,0,1,0
69,female,106925,master,5,sunbathing,2991,urban,100,169,spring,0,0,0
57,male,45015,bachelor,7,skiing,898,urban,23,253,fall,1,1,1
40,male,108389,bachelor,2,skiing,3841,urban,98,95,spring,0,0,0
46,non-binary,57160,doctorate,7,skiing,3412,rural,292,89,fall,1,0,0
48,female,108114,master,1,sunbathing,3630,rural,254,258,winter,0,0,0
24,female,46050,master,2,skiing,3004,suburban,92,260,spring,1,1,1
57,non-binary,32788,bachelor,3,sunbathing,1465,urban,94,146,summer,1,1,0
50,female,84362,master,9,skiing,1277,rural,286,150,spring,1,0,0
38,female,118827,high school,1,skiing,2490,urban,241,34,fall,0,0,0
19,male,31184,bachelor,1,swimming,3336,urban,123,187,fall,1,0,0
35,female,95761,master,9,skiing,4772,suburban,231,59,summer,1,0,0
64,female,111756,bachelor,0,skiing,3890,rural,137,48,spring,1,1,0
50,male,59680,master,0,sunbathing,2680,suburban,126,207,winter,1,0,0
54,non-binary,22706,bachelor,8,hiking,2736,suburban,13,41,spring,1,1,1
51,male,89974,doctorate,2,skiing,1618,urban,271,124,spring,0,1,0
37,non-binary,47884,high school,0,swimming,1941,suburban,156,297,spring,0,1,0
52,non-binary,55399,high school,9,swimming,1284,urban,262,101,fall,0,0,0
68,male,89757,master,7,skiing,4281,suburban,13,115,fall,0,1,1
67,male,41018,high school,8,skiing,3469,urban,249,134,winter,1,0,0
35,non-binary,103481,high school,1,sunbathing,2281,rural,205,125,spring,1,1,0
63,male,96128,master,3,sunbathing,1013,rural,194,44,winter,1,1,0
41,male,100682,high school,8,swimming,621,urban,27,184,fall,1,1,0
25,female,93319,master,2,skiing,3086,urban,97,176,winter,1,1,1
47,male,62991,master,6,swimming,3543,urban,56,290,spring,0,1,0
61,male,63047,high school,6,sunbathing,2782,suburban,202,251,fall,0,1,0
27,female,39144,doctorate,4,swimming,4132,urban,179,38,fall,1,0,0
40,non-binary,32489,bachelor,4,skiing,3762,rural,235,50,winter,1,0,0
69,non-binary,47164,doctorate,5,skiing,1079,suburban,107,289,fall,0,1,1
66,male,31604,doctorate,0,swimming,1012,rural,18,128,fall,1,0,0
28,male,45846,doctorate,8,hiking,3132,urban,74,98,fall,1,0,1
19,non-binary,60052,bachelor,1,sunbathing,647,urban,145,291,winter,0,0,0
43,male,71113,master,9,hiking,1949,rural,163,233,fall,0,1,1
53,non-binary,110353,master,3,swimming,607,rural,3,33,fall,0,1,0
50,non-binary,93489,master,3,skiing,996,rural,103,255,spring,0,0,1
64,female,72560,doctorate,1,swimming,3450,urban,170,299,summer,0,1,0
30,female,24085,doctorate,0,skiing,3318,rural,243,168,summer,1,0,0
57,male,105652,bachelor,1,sunbathing,887,rural,212,205,fall,1,1,0
42,male,107869,doctorate,3,sunbathing,3465,rural,212,160,spring,1,1,0
21,non-binary,78778,high school,3,sunbathing,2447,urban,151,294,winter,1,1,0
59,male,69247,doctorate,7,swimming,2262,rural,293,1,spring,1,1,0
36,female,52873,master,0,swimming,4022,urban,153,254,summer,1,1,0
35,non-binary,24316,high school,0,sunbathing,2632,rural,294,202,winter,1,1,0
54,non-binary,74446,bachelor,3,hiking,2172,urban,76,231,spring,0,0,1
47,male,43004,high school,2,sunbathing,4212,rural,58,262,summer,1,0,0
36,non-binary,99385,doctorate,6,swimming,2793,suburban,90,217,fall,1,0,0
40,non-binary,22952,master,2,sunbathing,4283,urban,48,226,winter,1,0,0
33,non-binary,33914,master,7,swimming,4467,urban,52,289,spring,1,0,0
